Order ID,Sales Group,Shipping Point,Payment Terms,Incoterms,Sales Org,Distr Channel,Company Code,Currency,Item Category,Product,Customer ID,Customer Country,Recipient ID,Recipient Country,Bill-to ID,Bill-to Country,Payer ID,Payer Country
0002258905/30,SG548,SP2000,PTA2,DDP,S2000,DC10,PL20,EUR,TAN,2143024623,1496685531,DE,6314908820,DE,1496685531,DE,1496685531,DE
0002059647/20,SG388,SP0001,PT112,DDP,S0010,DC10,D011,EUR,TAN,4809383863,1712863840,DE,1712863840,DE,1712863840,DE,1712863840,DE
0002123636/10,SG266,SP0300,PT32,FCA,S0300,DC10,NL30,EUR,TAN,2953179405,9339024510,FR,236418396,LV,9339024510,FR,9339024510,FR
0002127659/20,SG420,SP1302,PT232,DDP,S1300,DC10,D015,EUR,ZTCH,8791337102,1754951958,DE,1523651062,DE,1754951958,DE,1754951958,DE
0002387242/20,SG796,SP2000,PT32,FCA,S2000,DC10,PL20,EUR,TAN,2015327799,326911198,PL,326911198,PL,326911198,PL,326911198,PL
0002051843/10,SG548,SP0001,PT33,DDP,S0010,DC10,D011,EUR,TAN,9794660700,3043611529,DE,3043611529,DE,9657134080,DE,9657134080,DE
0002241676/10,SG588,SP0001,PT200,DDP,S0010,DC10,D011,EUR,TAN,6619643608,1681194570,DE,1681194570,DE,1681194570,DE,1681194570,DE
0002089212/160,SG206,SP4200,PT03,DDP,S4200,DC10,DK20,EUR,TAN,9802335819,9621870585,IE,9621870585,IE,9621870585,IE,9621870585,IE
0002346526/20,SG796,SP2000,PT32,FCA,S2000,DC10,PL20,EUR,TAN,2015327799,326911198,PL,326911198,PL,326911198,PL,326911198,PL
0002173310/20,SG252,SP0001,PT10,DDP,S0010,DC10,D011,EUR,ZTCH,6640100097,9547227131,NL,2784089096,NL,9178583995,NL,9178583995,NL
0002293881/20,SG464,SP0300,PT70,DDP,S0300,DC10,NL30,EUR,TAN,251303806,9163308947,AT,9254811839,AT,9163308947,AT,9163308947,AT
0002414235/20,SG219,SP0700,PTA2,DAP,S0700,DC10,PL10,EUR,TAN,193435504,5392941216,PL,5392941216,PL,5392941216,PL,5392941216,PL
0002187999/50,SG427,SP0001,PT32,FCA,S0010,DC10,D011,EUR,ZTCH,3622474987,3014747865,RS,3014747865,RS,3014747865,RS,3014747865,RS
0002000774/10,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,6199218794,851548071,PL,851548071,PL,851548071,PL,851548071,PL
0002211155/40,SG789,SP1300,PT32,FCA,S1300,DC10,D015,EUR,ZTCH,6023646105,851548071,PL,6297747236,PL,851548071,PL,851548071,PL
0002103831/10,SG419,SP0001,PT42,DDP,S0010,DC10,D011,EUR,TAN,6544958200,9856149772,DE,9856149772,DE,414947059,DE,414947059,DE
0002290058/10,SG219,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,8893165980,3711491883,PL,5104619789,PL,3711491883,PL,3711491883,PL
0002146813/10,SG419,SP0001,PT42,DDP,S0010,DC10,D011,EUR,TAN,1716639498,9856149772,DE,9856149772,DE,414947059,DE,414947059,DE
0002459507/30,SG302,SP0300,PT591,DDP,S0300,DC90,NL30,EUR,TAN,960693750,2370675929,DE,2370675929,DE,2370675929,DE,2370675929,DE
0002391291/50,SG250,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,1343781865,7834456259,NL,911460134,NL,7834456259,NL,7834456259,NL
0002182855/20,SG796,SP0700,PT42,DDP,S0700,DC10,PL10,PLN,TAN,493139199,9139604434,PL,9139604434,PL,9139604434,PL,9139604434,PL
0002307957/20,SG250,SP0300,PT70,DDP,S0300,DC10,NL30,EUR,ZTCH,2060799486,8349353204,NL,6965004159,NL,8288862082,NL,8288862082,NL
0002210711/10,SG419,SP2000,PT42,DDP,S2000,DC10,PL20,EUR,TAN,7645020326,4525234065,DE,2376739802,DE,4525234065,DE,4525234065,DE
0002424860/20,SGR53,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,3405761778,2656773467,KZ,2656773467,KZ,2656773467,KZ,2656773467,KZ
0002216548/90,SG212,SP2000,PT33,FCA,S2000,DC10,PL20,USD,TAN,7086414045,1531223687,US,3423383959,US,1531223687,US,1531223687,US
0002174859/20,SG237,SP0300,PT32,DDP,S0300,DC10,NL30,EUR,ZTCH,7555455570,7275403971,DE,1388413297,DE,7275403971,DE,7275403971,DE
0002309114/10,SG767,SP0301,PT03,DDP,S0300,DC10,NL30,EUR,TAN,9185728377,9917254824,DE,9563271302,DE,9563271302,DE,9563271302,DE
0002122178/60,SG427,SP0001,PT96,DAP,S0010,DC10,D011,EUR,ZTCH,5883473113,5696269078,RS,5696269078,RS,4832963765,CH,4832963765,CH
0002051659/30,SG250,SP0001,PTF7,DDP,S0010,DC10,D011,EUR,TAN,4684794422,2298745536,BE,2298745536,BE,2298745536,BE,2298745536,BE
0002223239/20,SGAG,SP0001,PTF7,DDP,S0010,DC10,D011,GBP,TAN,8140739542,9944712811,GB,7322070931,GB,9944712811,GB,9944712811,GB
0002353730/10,SG705,SP1800,PT105,DDP,S1800,DC10,TR20,TRY,TAN,7691795348,2955341516,TR,2955341516,TR,2955341516,TR,2955341516,TR
0001991364/10,SG323,SP0001,PT32,FCA,S0010,DC10,D011,USD,TAN,242412912,1223020718,IE,5467553546,CZ,744697549,IE,744697549,IE
0002435578/20,SG210,SP0001,PT228,DDP,S0010,DC10,D011,EUR,TAN,7684474582,9909549831,DE,9909549831,DE,9909549831,DE,9909549831,DE
0002297915/20,SG419,SP0001,PT106,DDP,S0010,DC10,D011,EUR,TAN,7741731231,3197732197,DE,3197732197,DE,2630271418,DE,3197732197,DE
0002260416/30,SG322,SP0001,PT128,DDP,S0010,DC10,D011,EUR,TAN,8477928740,3576970673,DE,3576970673,DE,3576970673,DE,3576970673,DE
0002241762/10,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,9931154482,851548071,PL,1488654573,PL,851548071,PL,851548071,PL
0002164645/20,SG421,SP0001,PTD1,DDP,S0010,DC10,D011,EUR,ZTCH,4069216876,5506299787,DE,4273927472,DE,5506299787,DE,5506299787,DE
0002458517/10,SG159,SP4200,PTF7,FCA,S4200,DC10,DK20,DKK,TAN,1221750053,6730549452,DK,451092358,DK,6730549452,DK,6730549452,DK
0002152375/20,SG322,SP0001,PT228,DDP,S0010,DC10,D011,EUR,TAN,8231200189,6576198872,DE,6576198872,DE,6576198872,DE,6576198872,DE
0002027009/200,SGH10,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,2686499170,8277524028,HU,8277524028,HU,8277524028,HU,8277524028,HU
0002408251/20,SGRJ,SP0300,PT33,DDP,S0300,DC10,NL30,EUR,ZTCH,5533247623,360370169,GB,9598057864,GB,1111588979,GB,1111588979,GB
0002285858/10,SG705,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,1285230548,4742731422,TR,4742731422,TR,4742731422,TR,4742731422,TR
0002451298/20,SG130,SP2000,PT32,EXW,S2000,DC10,PL20,EUR,ZTCH,6905520369,5842412165,NL,2421896693,NL,5842412165,NL,5842412165,NL
0001993769/10,SG502,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,7001115151,212677443,PL,212677443,PL,212677443,PL,212677443,PL
0001995438/10,SG421,SP0001,PT100,DDP,S0010,DC10,D011,EUR,TAN,3094651485,4548373629,DE,4548373629,DE,4548373629,DE,4548373629,DE
0002201439/10,SG219,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,8863664667,468246121,PL,468246121,PL,468246121,PL,468246121,PL
0002402609/10,SG219,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,7257855390,4927918485,PL,4041316495,PL,4927918485,PL,4927918485,PL
0002424880/10,SG328,SP0001,PT591,DDP,S0010,DC10,D011,EUR,TAN,7088465121,9023380781,DE,9023380781,DE,5229307829,DE,9023380781,DE
0002445767/10,SG486,SP0700,PT03,DAP,S0700,DC10,PL10,PLN,TAN,8828504919,5084179694,PL,2964530712,PL,5084179694,PL,5084179694,PL
0002204369/10,SG991,SP0001,PT27,DDP,S0010,DC10,D011,EUR,TAN,7695450681,9242056019,DE,9242056019,DE,6242601060,DE,6242601060,DE
0001985708/20,SG301,SP0301,PT33,DDP,S0300,DC10,NL30,EUR,ZTCH,9052851095,8383348969,DE,5429586126,DE,8383348969,DE,8383348969,DE
0002136729/10,SG577,SP0001,PT33,CIF,S0010,DC10,D011,GBP,TAN,4179971159,659139242,GB,1007843942,GB,659139242,GB,659139242,GB
0002321339/20,SG548,SP0001,PT33,CIP,S0010,DC10,D011,GBP,TAN,8861937705,659139242,GB,3859164832,GB,659139242,GB,659139242,GB
0002060574/10,SG436,SP0001,PT26,CIP,S0010,DC10,D011,EUR,TAN,4717958410,5624388801,DE,964345440,DE,5624388801,DE,5624388801,DE
0002096588/30,SG252,SP0001,PT70,DDP,S0010,DC10,D011,EUR,TAN,4075601252,5008329264,BE,5008329264,BE,5008329264,BE,5008329264,BE
0002251599/20,SG548,SP2000,PT32,FCA,S2000,DC10,PL20,EUR,TAN,2680081019,1095225145,DE,3043611529,DE,31412347,NL,31412347,NL
0002204136/10,SG789,SP0300,PT32,FCA,S0300,DC10,NL30,EUR,TAN,9971830410,851548071,PL,851548071,PL,851548071,PL,851548071,PL
0002133987/10,SG328,SP0001,PT591,DDP,S0010,DC10,D011,EUR,TAN,3830469073,3834268042,DE,3834268042,DE,5229307829,DE,3834268042,DE
0002030043/60,SGAG,SP0001,PTF7,DDP,S0010,DC10,D011,GBP,TAN,9404761717,2754021383,GB,52193920,GB,2754021383,GB,2754021383,GB
0002065066/60,SGH10,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,7419690930,8277524028,HU,8277524028,HU,8277524028,HU,8277524028,HU
0002254932/10,SG328,SP0001,PT591,DDP,S0010,DC10,D011,EUR,TAN,7519015411,3834268042,DE,3834268042,DE,5229307829,DE,3834268042,DE
0002049252/10,SG322,SP0001,PT128,DDP,S0010,DC10,D011,EUR,TAN,5670108109,2861235243,DE,1001205270,DE,2861235243,DE,2861235243,DE
0002172859/30,SG205,SP0001,PT221,DDP,S0010,DC10,D011,EUR,TAN,3339146834,6649535660,DE,6649535660,DE,6649535660,DE,6649535660,DE
0002166792/10,SG548,SP0301,PT33,FCA,S0300,DC10,NL30,EUR,TAN,7534992804,1095225145,DE,5419972804,DE,9657134080,DE,9657134080,DE
0002295788/20,SG502,SP0700,PT32,DAP,S0700,DC10,PL10,PLN,TAN,6867968220,7310045933,PL,970308236,PL,7310045933,PL,7310045933,PL
0002455968/60,SG388,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,9747789108,3138371254,DE,3138371254,DE,3138371254,DE,3138371254,DE
0002288209/10,SG132,SP0301,PT27,FCA,S0300,DC10,NL30,EUR,TAN,1973743750,8260388427,DE,8260388427,DE,8260388427,DE,8260388427,DE
0002251301/20,SG132,SP0001,PTC6,DDP,S0010,DC10,D011,EUR,TAN,6275122426,9927335532,DE,9616924621,DE,9927335532,DE,9927335532,DE
0001989773/20,SG341,SP4200,PT32,DDP,S4200,DC10,DK20,DKK,TAN,2975810650,6445015801,DK,6445015801,DK,1417658093,DK,1417658093,DK
0002152926/10,SG130,SP2000,PT32,DDP,S2000,DC10,PL20,EUR,TAN,6905520369,9648256678,GB,2421896693,NL,9648256678,GB,9648256678,GB
0002284829/20,SG209,SP0300,PT10,DDP,S0300,DC10,NL30,USD,TAN,7432452850,2244388575,DE,8598747888,DE,2244388575,DE,2244388575,DE
0002244209/10,SG548,SP0001,PT33,DDP,S0010,DC10,D011,EUR,TAN,5337773402,1095225145,DE,4738347811,DE,9657134080,DE,9657134080,DE
0002174458/30,SGH10,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,8446319676,8277524028,HU,8277524028,HU,8277524028,HU,8277524028,HU
0002115040/40,SG577,SP0001,PTF7,DDP,S0010,DC10,D011,GBP,ZTCH,5323777938,7394586061,GB,3820297994,GB,4878771801,GB,4878771801,GB
0002083924/20,SGRJ,SP0301,PT32,DDP,S0300,DC10,NL30,EUR,ZTCH,4394448892,360370169,GB,360370169,GB,360370169,GB,360370169,GB
0002262904/60,SG577,SP2000,PT32,FCA,S2000,DC10,PL20,EUR,TAN,6469620306,9987472792,GB,825367724,GB,31412347,NL,31412347,NL
0002086571/30,SG250,SP0001,PT33,DDP,S0010,DC10,D011,EUR,TAN,5316873213,1678542847,NL,1678542847,NL,9198940849,NL,9198940849,NL
0002243456/10,SG206,SP4200,PT95,DDP,S4200,DC10,DK20,GBP,TAN,9167238973,8146909609,GB,4209629923,GB,8146909609,GB,8146909609,GB
0002057214/20,SG705,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,892025547,4742731422,TR,4742731422,TR,4742731422,TR,4742731422,TR
0002039934/20,SG705,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,3257882149,4742731422,TR,4742731422,TR,4742731422,TR,4742731422,TR
0002299959/20,SG464,SP0001,PT70,CIP,S0010,DC10,D011,EUR,TAN,8336163242,2345183463,AT,5444374922,AT,2345183463,AT,2345183463,AT
0002355470/10,SG323,SP0001,PT32,FCA,S0010,DC10,D011,USD,TAN,5134121096,1223020718,IE,7691154587,PL,744697549,IE,744697549,IE
0002172497/120,SG991,SP0001,PT128,DDP,S0010,DC10,D011,EUR,ZTCH,7590429423,2861235243,DE,1145540589,DE,2861235243,DE,2861235243,DE
0002093284/10,SG486,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,4104328403,5830915004,PL,4660146882,PL,5830915004,PL,5830915004,PL
0002094663/10,SG266,SP0300,PT32,FCA,S0300,DC10,NL30,EUR,TAN,584588563,9339024510,FR,2913511912,NL,9339024510,FR,9339024510,FR
0002410474/40,SG209,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,2834481259,4501183007,DE,4501183007,DE,4501183007,DE,4501183007,DE
0002231517/20,SG502,SP0700,PT03,DDP,S0700,DC10,PL10,PLN,TAN,8336163242,7357661901,PL,7357661901,PL,7357661901,PL,7357661901,PL
0002341346/70,SG159,SP4200,PTF7,FCA,S4200,DC10,DK20,DKK,TAN,6620390740,8216533608,DK,451092358,DK,8216533608,DK,8216533608,DK
0002259647/70,SG421,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,9042319860,2069178506,DE,9519018768,DE,2069178506,DE,2069178506,DE
0002259806/61,SG421,SP0001,PT26,DDP,S0010,DC10,D011,EUR,TAN,8206798621,387007695,DE,4923868544,DE,4422385601,DE,4422385601,DE
0002141156/20,SG301,SP0300,PT26,DDP,S0300,DC90,NL30,EUR,TAN,4746430759,6667163616,DE,6667163616,DE,4753725613,DE,4753725613,DE
0002211556/10,SG705,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,6568126163,4742731422,TR,4742731422,TR,4742731422,TR,4742731422,TR
0002132905/20,SG252,SP0301,PT03,DDU,S0300,DC60,NL30,EUR,ZTCH,2465700077,3252301681,NL,3252301681,NL,3252301681,NL,3252301681,NL
0002370826/10,SG209,SP0300,PT232,FCA,S0300,DC10,NL30,EUR,TAN,5025447291,8154968605,DE,3131184188,DE,8154968605,DE,8154968605,DE
0002395591/50,SG577,SP4200,PT95,DDP,S4200,DC10,DK20,GBP,TAN,3933479777,6120609152,GB,3018155479,GB,6120609152,GB,6120609152,GB
0002095316/10,SG706,SP1601,PT03,DDP,S1600,DC10,NL80,EUR,TAN,6873155319,6200750416,DK,3262130245,DE,6200750416,DK,6200750416,DK
0002182269/20,SG301,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,1378274419,3433997373,DE,3433997373,DE,3433997373,DE,3433997373,DE
0002032569/10,SG419,SP0001,PT238,DDP,S0010,DC10,D011,EUR,TAN,1951186989,6003661923,DE,3084763466,DE,6003661923,DE,6003661923,DE
0002098092/60,SG250,SP0001,PT03,DDP,S0010,DC10,D011,EUR,ZTCH,2988962148,7834456259,NL,911460134,NL,7834456259,NL,7834456259,NL
0002265326/20,SG250,SP0001,PT03,DDP,S0010,DC10,D011,EUR,ZTCH,4359262261,7834456259,NL,8292888822,NL,7834456259,NL,7834456259,NL
0002231501/50,SG237,SP4200,PT32,CPT,S4200,DC10,DK20,EUR,TAN,7085361943,3185141286,DE,8725904350,DE,3185141286,DE,3185141286,DE
0002239235/10,SG464,SP1300,PT33,DDP,S1300,DC10,D015,EUR,TAN,9129109737,9163308947,AT,3131184188,DE,6946920391,AT,6946920391,AT
0002386682/20,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,8140406503,851548071,PL,7238470711,PL,851548071,PL,851548071,PL
0002047060/50,SG206,SP4200,PT95,DDP,S4200,DC10,DK20,GBP,TAN,9204631885,6120609152,GB,3272487965,GB,6120609152,GB,6120609152,GB
0002132603/110,SG421,SP0001,PTD1,FCA,S0010,DC10,D011,EUR,TAN,429125681,7249511030,DE,2547587618,MK,7249511030,DE,7249511030,DE
0002018763/14,SG323,SP0001,PT32,CFR,S0010,DC10,D011,USD,TAN,7444835621,1223020718,IE,1691429460,TR,744697549,IE,744697549,IE
0002353369/10,SG250,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,4219614415,7834456259,NL,8292888822,NL,7834456259,NL,7834456259,NL
0002382400/40,SGR53,SP0001,PT32,FCA,S0010,DC10,D011,USD,TAN,6582210622,13234652,TM,13234652,TM,13234652,TM,13234652,TM
0002016898/10,SG419,SP1300,PT238,DDP,S1300,DC10,D015,EUR,TAN,4055002093,8933549919,DE,8933549919,DE,8933549919,DE,8933549919,DE
0002232551/20,SG250,SP0001,PTF7,DDP,S0010,DC10,D011,EUR,ZTCH,7611302352,2298745536,BE,2298745536,BE,2298745536,BE,2298745536,BE
0002160983/20,SG328,SP0001,PT591,DDP,S0010,DC10,D011,EUR,ZTCH,3050052092,3834268042,DE,3834268042,DE,5229307829,DE,3834268042,DE
0002118759/30,SG419,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,3646475257,4081585965,DE,4081585965,DE,4081585965,DE,4081585965,DE
0002111363/10,SG388,SP0001,PT100,DDP,S0010,DC10,D011,EUR,TAN,8465179910,9191460429,DE,9191460429,DE,9191460429,DE,9191460429,DE
0002439611/20,SG421,SP1300,PT00,DDP,S1300,DC10,D015,EUR,ZTCH,6803215503,4546317404,DE,4546317404,DE,4546317404,DE,4546317404,DE
0002202030/10,SG301,SP0001,PT26,DDP,S0010,DC10,D011,EUR,TAN,3618618083,6667163616,DE,6667163616,DE,4753725613,DE,4753725613,DE
0002401610/40,SGRJ,SP0400,PT32,DDP,S0400,DC10,UK10,EUR,TAN,557817484,360370169,GB,360370169,GB,360370169,GB,360370169,GB
0002218537/10,SG323,SP0001,PT32,FCA,S0010,DC10,D011,USD,TAN,7181356482,1223020718,IE,113600081,RS,744697549,IE,744697549,IE
0002131821/160,SG212,SP2070,PT33,FCA,S2000,DC10,PL20,USD,ZTCH,7086414045,1531223687,US,3423383959,US,1531223687,US,1531223687,US
0002322944/20,SG328,SP0001,PT591,DDP,S0010,DC10,D011,EUR,ZTCH,3272885205,3834268042,DE,3834268042,DE,5229307829,DE,3834268042,DE
0001998325/70,SG301,SP0300,PT00,DDP,S0300,DC90,NL30,EUR,TAN,4305080380,9044453791,DE,9044453791,DE,9044453791,DE,9044453791,DE
0002237714/10,SG480,SP0001,PT32,CIP,S0010,DC10,D011,EUR,TAN,8763866299,8610831516,ES,3812047863,ES,8610831516,ES,8610831516,ES
0002250667/10,SG322,SP0001,PT205,DDP,S0010,DC10,D011,EUR,TAN,6589641621,3617078005,DE,3617078005,DE,3617078005,DE,3617078005,DE
0002050787/20,SG219,SP0700,PT32,DDP,S0700,DC10,PL10,EUR,TAN,8982593873,3775792943,PL,3775792943,PL,3775792943,PL,3775792943,PL
0002019403/20,SG301,SP0300,PT75,CIP,S0300,DC90,NL30,EUR,TAN,1709836064,9291139766,DE,6197242304,DE,9291139766,DE,9291139766,DE
0002387987/33,SG323,SP0001,PT32,DDP,S0010,DC10,D011,USD,TAN,8105975517,3356660324,IE,9918308259,DE,744697549,IE,744697549,IE
0002062983/150,SG341,SP4200,PT03,DDP,S4200,DC10,DK20,SEK,TAN,3711385425,8686364201,SE,7521123098,SE,8686364201,SE,8686364201,SE
0002291424/10,SG548,SP0001,PT33,DDP,S0010,DC10,D011,EUR,TAN,9511521919,1095225145,DE,4738347811,DE,9657134080,DE,9657134080,DE
0001991350/20,SG991,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,4121907406,4713359072,DE,4713359072,DE,4713359072,DE,4713359072,DE
0002167574/10,SG388,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,7039805952,2471271411,DE,2471271411,DE,2471271411,DE,2471271411,DE
0002337080/10,SG419,SP0001,PT106,DDP,S0010,DC10,D011,EUR,TAN,7753452663,4845405727,DE,4845405727,DE,4845405727,DE,4845405727,DE
0002401654/10,SG421,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,685753950,3035207221,DE,3035207221,DE,3035207221,DE,3035207221,DE
0002021651/20,SG388,SP0001,PT105,DDP,S0010,DC10,D011,EUR,TAN,4085125881,7085630380,DE,7085630380,DE,7085630380,DE,7085630380,DE
0002294222/70,SG436,SP0001,PT03,DDP,S0010,DC10,D011,EUR,ZTCH,6027791870,7570809070,DE,7570809070,DE,7570809070,DE,7570809070,DE
0002152148/30,SG420,SP1302,PT232,DDP,S1300,DC10,D015,EUR,TAN,8489035179,1754951958,DE,1754951958,DE,1754951958,DE,1754951958,DE
